iso3,country,pillar,module,indicator_id,indicator_name,indicator_type,variable_name,question,hierarchy_level,data_type,response,response_value,normalized_response_value,weight,score,parent,row_order,question_order,wip,wib,wim,regional_hub,un_region,barometer_region
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN.c.EXTENT,"0,1;Please explain your answer and provide supporting urls if necessary.",4,supporting,"The followings are examples we found at a different level of governments targetting both technical and non-technical officials although geographically it is observed quite diverse local governments offer such traiinng but there still placese where such training is not available.
(2)市大数据系统干部能力素质提升培训班圆满举办,http://www.jinan.gov.cn/art/2020/11/16/art_52_4762533.html
(3)陕西省青年公务员大数据运用与政府创新管理专题培训班在浙大成功举办,http://www.zju.zj.cn/news1.aspx?id=3584&fl=302&m=4
(5) 终于等到你,静安人社数据大赛决赛,https://www.sohu.com/a/211290848_729805",,,,,C.CAPABILITIES.TRAIN.c,2.0,51041,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN.c.EXTENT-J,"How widespread, in terms of jurisdictions, are trainings assessed for this question?",4,response,Assessed trainings involve national public servants.,2,1.0,,,C.CAPABILITIES.TRAIN.c,0.0,51042,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN.c.EXTENT-J,"0,1,2;Please explain your answer and provide supporting urls if necessary.",4,supporting,"The followings are examples we found at a different levels of governments targetting both technical and non-technical officials although geographically it is observed quite diverse local governments offer such traiinng but there still placese where such training is not available.
(2)市大数据系统干部能力素质提升培训班圆满举办,http://www.jinan.gov.cn/art/2020/11/16/art_52_4762533.html
(3)陕西省青年公务员大数据运用与政府创新管理专题培训班在浙大成功举办,http://www.zju.zj.cn/news1.aspx?id=3584&fl=302&m=4
(5) 终于等到你,静安人社数据大赛决赛,https://www.sohu.com/a/211290848_729805",,,,,C.CAPABILITIES.TRAIN.c,2.0,51042,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT,To what extent is there a well-resourced open government data initiative in the country?,1,response,,,,,68.0,C.CAPABILITIES.ODINIT,0.0,51043,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT,To what extent is there a well-resourced open government data initiative in the country?,1,justification,"Unlike most of countries operating open government data initiatives, China takes a bottom-up approach where more than 170 local governments actively publish open data and make new policies and laws on open data (1) while the national government itself has not yet launched open data portal and not released any nation-wide open data policy.

Regarding policy and legal frameworks, the fact is there is no nation-wide open data specific framework yet but local governments already made some efforts on making such frameworks. For instance, Guiyang is the pioneer in making the very first open data-related policy but Shanghai's local open data framework (2) sets out the foundation for other local governments to adopt and localize. At least, there are 8 local governments make such framework for open data but there are also more than 30 local governmnents has framework on governing public data or governemnt data which also include sections on open data.(1)

Usually the local commission for economy and informatizatiaon or the designated  Big Data Bureau is responsible for making the framework and enforcing it. The frameworks across china in common define open data as ""raw, reusable and machine readable data"" but categorize government data or public data into unconditonal open data, conditional open data and closed data which is significantly different from what is defined in the west (2). All local frameworks introduce mechanism to annually monitor and assess the implementation of open data across local departments but the level of enforcement varies

(1): China Open Data Index Report (2020), Fudan University, http://www.ifopendata.cn/static/report/%E4%B8%AD%E5%9B%BD%E5%9C%B0%E6%96%B9%E6%94%BF%E5%BA%9C%E6%95%B0%E6%8D%AE%E5%BC%80%E6%94%BE%E6%8A%A5%E5%91%8A%EF%BC%882020%E4%B8%8B%E5%8D%8A%E5%B9%B4%EF%BC%89.pdf
(2):Shanghai Open Data Act, 2019, https://www.shanghai.gov.cn/nw48156/20200825/0001-48156_62825.html",,,,,C.CAPABILITIES.ODINIT,1.0,51043,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT,1,1,example,[China Open Data Index](https://2021-files.globaldatabarometer.org/171/QuVwv60-%E4%B8%AD%E5%9B%BD%E5%9C%B0%E6%96%B9%E6%94%BF%E5%BA%9C%E6%95%B0%E6%8D%AE%E5%BC%80%E6%94%BE%E6%8A%A5%E5%91%8A%EF%BC%882020%E4%B8%8B%E5%8D%8A%E5%B9%B4%EF%BC%89.pdf),,,,,C.CAPABILITIES.ODINIT,3.0,51043,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT.a,Existence,2,response,,,,1.0,1.0,C.CAPABILITIES.ODINIT,0.0,51044,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT.a.EXISTS,Has there been any form of government-led open government data initiative during the study period?,4,response,There is evidence of an active government-led open government data initiative.,2,1.0,,,C.CAPABILITIES.ODINIT.a,0.0,51045,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT.a.EXISTS,"1,2;When was the open government data initiative first launched?",4,supporting,There is no national open government data initiative yet while local governments in China operate active OGD initiatives. The earliest OGD initiative was launched in 2012 by Shanghai and Beijing.,,,,,C.CAPABILITIES.ODINIT.a,2.0,51045,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT.e,Elements,2,response,,,,100.0,80.0,C.CAPABILITIES.ODINIT,0.0,51046,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT.e.e1,Specific features:,3,response,,,,100.0,80.0,C.CAPABILITIES.ODINIT.e,0.0,51047,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT.e.e1.TEAM,There is a government team in place supporting open data activities.,4,response,Yes,2,1.0,20.0,20.0,C.CAPABILITIES.ODINIT.e.e1,0.0,51048,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT.e.e1.TEAM,2;Please provide evidence of the existence of this team.,4,supporting,"The local open data initiatives were managed by different types of government bodies across China: one common practice is to task Big Data bureau which is set up by local governments to govern all kinds of big data related issues; the other common practice is to task an existing government body usually that is the local commission for economy and informatization or local office of cyber affair. At some locals, the local government may take a hybrid approach to govern and operate open data initiatives. For instance, Shanghai currently tasks its local commission fo economy and informatization to make open data policies but tasks local big data center to build the local portal and be responsible for its daily operation.",,,,,C.CAPABILITIES.ODINIT.e.e1,2.1,51048,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT.e.e1.BUDGET,There is an allocated budget for open data activities.,4,response,Partially,1,0.5,20.0,10.0,C.CAPABILITIES.ODINIT.e.e1,0.0,51049,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT.e.e1.BUDGET,"1;Please provide evidence of this allocated budget, and briefly explain your 'Partially' response.",4,supporting,There is usually no dedicated budget for open data initiative but it is supposed to be covered by and supported by existing budget for a wider data-related agenda for instance building up local big data industry or building up local data infrastructure. The key issue is there is usually no allocated budget at department-level to cover the cost of processing data and setting up API service.,,,,,C.CAPABILITIES.ODINIT.e.e1,2.0,51049,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT.e.e1.PORTAL,There is a well-maintained open data portal.,4,response,Yes,2,1.0,20.0,20.0,C.CAPABILITIES.ODINIT.e.e1,0.0,51050,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT.e.e1.PORTAL,2;Please provide the URL.,4,supporting,"no national portal yet but followings are examples of major cities:

shanghai: data.sh.gov.cn
beijing: bjdata.gov.cn
shenzhen: data.sz.gov.cn
guizhou: data.gz.gov.cn",,,,,C.CAPABILITIES.ODINIT.e.e1,2.1,51050,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT.e.e1.GUIDANCE,There is guidance and support for government publication of open data.,4,response,Partially,1,0.5,20.0,10.0,C.CAPABILITIES.ODINIT.e.e1,0.0,51051,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT.e.e1.GUIDANCE,"1;Please provide evidence of this guidance, and briefly explain your 'Partially' response.",4,supporting,"Shanghai Open Data Act, 2019, https://www.shanghai.gov.cn/nw48156/20200825/0001-48156_62825.html is one of example framework exists at local level guiding local government on publising open data. There are similar documents available in beijing shandong guiyang and many other advanced locales but not whole china and there is no national guidance yet",,,,,C.CAPABILITIES.ODINIT.e.e1,2.0,51051,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT.e.e1.LEADERSHIP,Senior political leaders back the open data initiative.,4,response,Yes,2,1.0,20.0,20.0,C.CAPABILITIES.ODINIT.e.e1,0.0,51052,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT.e.e1.LEADERSHIP,2;Please provide evidence of this leadership.,4,supporting,The open data is listed as one of ten key projects in Action Plan for advanding Big Data published by State Council in 2015 and in early 2021 when State Council representing the government lists Data as one of new production factors it again empahiss the important to open up government data to make data flows.,,,,,C.CAPABILITIES.ODINIT.e.e1,2.1,51052,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT.c,Extent,2,response,,,,1.0,0.85,C.CAPABILITIES.ODINIT,0.0,51053,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT.c.EXTENT,"How widely does this, or similar, open data initiatives apply?",4,response,"The open data initiative covers only a limited part of the national government, but there are similar initiatives for many other parts of government.",1,0.3333333333333333,,,C.CAPABILITIES.ODINIT.c,0.0,51054,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.ODINIT,Capability (C): Open data initiative,Primary,C.CAPABILITIES.ODINIT.c.EXTENT,"0,1,2,3;Please briefly describe the scope of this initiative and indicate sources for this affirmation.",4,supporting,the national portal is still not launched yet though most of east part of China has its own local open data portals.,,,,,C.CAPABILITIES.ODINIT.c,2.0,51054,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT,To what extent is there evidence that government is providing support for data reuse? ,1,response,,,,,53.55,C.CAPABILITIES.GOVSUPPORT,0.0,51055,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT,To what extent is there evidence that government is providing support for data reuse? ,1,justification,"It is China's long-term strategy on supporting and encouraging data reuse. The earliest policy document is the one issued in 2004 by the State Council on ""Advancing the re-use of information resources"" (1). Once entering into Big data era the state council's ""Action Plan for Advancing Big Data Industry"" in 2015 (2) marked the year where the Chinese government started the nationwide movement on pushing the re-use of data. Local governments such as Shanghai also released experimental and pioneering policy papers during the time of 2016-2021 on advancing the release and re-use of public data (3) as well as pushing forward the flow of private-sector data resources (4)

Actions are taken by governments to support and encourage data reuse include setting up a local government fund to stimulate the growth of the big data industry, setting up local gov grants to support innovative big data projects that re-use data, organizing local data competitions to reward activities re-using data especially for entrepreneurship. Some classic examples including Shanghai's SODA competition(5), Guiyang's Big Data Expo (6) and Beijing's Zhongguancun Big Data Alliance Forum (7) are tools employed by the government to advance the market. 

(1): Opinions on promoting the re-use of public information, http://www.ecampus.fudan.edu.cn/44/ba/c2249a17594/page.htm
(2):Action Plan for Advancing Big Data Industry, http://www.gov.cn/zhengce/content/2015-09/05/content_10137.htm
(3):Shanghai Measures on Public Data and One-net-for-Governance https://www.shanghai.gov.cn/xxzfgzwj/20210609/470a6b177c684c0ebe96833f7ff1979a.html
(4): Shanghai Measures on Opening up Public Data https://www.shanghai.gov.cn/xxzfgzwj/20210609/933d8aac822c4a8e936f4a60d76fb171.html
(5): soda.data.sh.gov.cn
(6):https://www.bigdata-expo.cn/
(7):http://www.zgc-bigdata.org/",,,,,C.CAPABILITIES.GOVSUPPORT,1.0,51055,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT,1,1,example,[Opinions on promoting the re-use of public information](http://www.ecampus.fudan.edu.cn/44/ba/c2249a17594/page.htm),,,,,C.CAPABILITIES.GOVSUPPORT,3.0,51055,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT,2,1,example,[Action Plan for Advancing Big Data Industry](http://www.gov.cn/zhengce/content/2015-09/05/content_10137.htm),,,,,C.CAPABILITIES.GOVSUPPORT,3.1,51055,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT,3,1,example,[Shanghai SODA Competition](http://soda.data.sh.gov.cn),,,,,C.CAPABILITIES.GOVSUPPORT,3.2,51055,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.a,Existence,2,response,,,,1.0,1.0,C.CAPABILITIES.GOVSUPPORT,0.0,51056,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.a.EXISTS,Is there evidence of a government strategy to support and encourage data reuse?,4,response,"There is widespread and regular evidence of government supporting and encouraging data reuse, framed by a long-term strategy.",3,1.0,,,C.CAPABILITIES.GOVSUPPORT.a,0.0,51057,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.a.EXISTS,"1,2,3;Please provide URLs or details of the strategy that supports increased data reuse, and briefly explain your assessment.",4,supporting,"It is China's long-term strategy on supporting and encouraging data reuse. The earliest policy document is the one issued in 2004 by the State Council on ""Advancing the re-use of information resources"" (1). Once entering into Big data era the state council's ""Action Plan for Advancing Big Data Industry"" in 2015 (2) marked the year where the Chinese government started the nationwide movement on pushing the re-use of data. Local governments such as Shanghai also released experimental and pioneering policy papers during the time of 2016-2021 on advancing the release and re-use of public data (3) as well as pushing forward the flow of private-sector data resources (4)

Actions are taken by governments to support and encourage data reuse include setting up a local government fund to stimulate the growth of the big data industry, setting up local gov grants to support innovative big data projects that re-use data, organizing local data competitions to reward activities re-using data especially for entrepreneurship. Some classic examples including Shanghai's SODA competition(5), Guiyang's Big Data Expo (6) and Beijing's Zhongguancun Big Data Alliance Forum (7) are tools employed by the government to advance the market. 

(1): Opinions on promoting the re-use of public information, http://www.ecampus.fudan.edu.cn/44/ba/c2249a17594/page.htm
(2):Action Plan for Advancing Big Data Industry, http://www.gov.cn/zhengce/content/2015-09/05/content_10137.htm
(3):Shanghai Measures on Public Data and One-net-for-Governance https://www.shanghai.gov.cn/xxzfgzwj/20210609/470a6b177c684c0ebe96833f7ff1979a.html
(4): Shanghai Measures on Opening up Public Data https://www.shanghai.gov.cn/xxzfgzwj/20210609/933d8aac822c4a8e936f4a60d76fb171.html
(5): soda.data.sh.gov.cn
(6):https://www.bigdata-expo.cn/
(7):http://www.zgc-bigdata.org/",,,,,C.CAPABILITIES.GOVSUPPORT.a,2.0,51057,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e,Elements,2,response,,,,60.0,63.0,C.CAPABILITIES.GOVSUPPORT,0.0,51058,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e1,Kinds of capacities:,3,response,,,,30.0,20.0,C.CAPABILITIES.GOVSUPPORT.e,0.0,51059,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e1.REUSE,There is evidence of government efforts to support open government data reuse.,4,response,Yes,2,1.0,10.0,10.0,C.CAPABILITIES.GOVSUPPORT.e.e1,0.0,51060,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e1.REUSE,2;Please provide evidence of this support.,4,supporting,Various local govenments usually organize competitions to support and encourage open government data resue. The most famous one is Shanghai's SODA competition and then it got replicated in other cities and provinces ranging from Zhejiang to Jiangsu to Guandong and many others.,,,,,C.CAPABILITIES.GOVSUPPORT.e.e1,2.1,51060,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e1.BIGDATA,There is evidence of government efforts to support big data reuse in a general sense. ,4,response,Yes,2,1.0,5.0,5.0,C.CAPABILITIES.GOVSUPPORT.e.e1,0.0,51061,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e1.BIGDATA,2;Please provide evidence of this support.,4,supporting,All levels of government genenrally supports reuse of data for ecnomic reason though most focus of policies or actions are put on promoting re-use of government data. Governments do not interfer the re-use of private sector data as we observed as long as it's legal,,,,,C.CAPABILITIES.GOVSUPPORT.e.e1,2.1,51061,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e1.PRIVATE,There is evidence of government efforts to support private sector or NGO data reuse.,4,response,No,0,0.0,5.0,0.0,C.CAPABILITIES.GOVSUPPORT.e.e1,0.0,51062,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e1.CROWDSOURCED,There is evidence of government efforts to support crowdsourced data reuse.,4,response,No,0,0.0,5.0,0.0,C.CAPABILITIES.GOVSUPPORT.e.e1,0.0,51063,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e1.SUPPORT,There is evidence of government efforts to support data reuse from various data topics.,4,response,Yes,2,1.0,5.0,5.0,C.CAPABILITIES.GOVSUPPORT.e.e1,0.0,51064,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e1.SUPPORT,2;Please provide evidence of this support for data reuse.,4,supporting,"There is no explict restrictions on topics put by governments as we observed but of course there are priorties promote by govenments followings are most important topics: transnportation, health, finance, credit, education, governance, security and safety.",,,,,C.CAPABILITIES.GOVSUPPORT.e.e1,2.1,51064,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e2,User groups:,3,response,,,,30.0,15.0,C.CAPABILITIES.GOVSUPPORT.e,0.0,51065,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e2.CSO,There is evidence of government efforts to support data reuse by civil society organizations.,4,response,No,0,0.0,7.5,0.0,C.CAPABILITIES.GOVSUPPORT.e.e2,0.0,51066,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e2.MEDIA,There is evidence of government efforts to support data reuse by media.,4,response,No,0,0.0,7.5,0.0,C.CAPABILITIES.GOVSUPPORT.e.e2,0.0,51067,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e2.ACADEMIA,There is evidence of government efforts to support data reuse by scholars and academic institutions.,4,response,Yes,2,1.0,7.5,7.5,C.CAPABILITIES.GOVSUPPORT.e.e2,0.0,51068,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e2.ACADEMIA,2;Please provide a URL with details or an example of this kind of support.,4,supporting,That is seperated managed by Ministry of Science under the regulation of sharing of scientific data which promote the sharing of scientific data and re-use of such data within the academic world.,,,,,C.CAPABILITIES.GOVSUPPORT.e.e2,2.1,51068,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e2.PRIVATE,There is evidence of government efforts to support data reuse by the private sector.,4,response,Yes,2,1.0,7.5,7.5,C.CAPABILITIES.GOVSUPPORT.e.e2,0.0,51069,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e2.PRIVATE,2;Please provide a URL with details or an example of this kind of support.,4,supporting,Chinese government strongly targets data economy with actions to support the data reuse by private sector. Actions include setting up funding schemes and making grants to support projects.,,,,,C.CAPABILITIES.GOVSUPPORT.e.e2,2.1,51069,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e3,Specific features:,3,response,,,,40.0,28.000000000000004,C.CAPABILITIES.GOVSUPPORT.e,0.0,51070,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e3.CHALLENGES,Government support for data reuse involves data challenges.,4,response,Yes,2,1.0,8.0,8.0,C.CAPABILITIES.GOVSUPPORT.e.e3,0.0,51071,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e3.CHALLENGES,2;Please provide a URL with details or an example of this kind of support.,4,supporting,soda.data.sh.govn.cn is the SODA competition website directly hosted by Shanghai gov on open data reuse,,,,,C.CAPABILITIES.GOVSUPPORT.e.e3,2.1,51071,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e3.HACKATHONS,Government support for data reuse involves hackathons.,4,response,Yes,2,1.0,8.0,8.0,C.CAPABILITIES.GOVSUPPORT.e.e3,0.0,51072,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
CHN,China,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e3.HACKATHONS,2;Please provide a URL with details or an example of this kind of support.,4,supporting,It is not very often hackathon got supported by gov on open data but there was one held in 2016 by hack4gz community and back up by the local government.,,,,,C.CAPABILITIES.GOVSUPPORT.e.e3,2.1,51072,0.12,0.0288,0.095,Open Data China,Eastern Asia,South and East Asia
